1	4294967296	tr
2	4294967296	m	w	140735015405080	8
3	4294967296	m	w	140735015405072	8
4	4294967296	m	w	140735015405064	8
5	4294967296	m	w	140735015405056	8
6	4294967296	m	w	140735015405048	8
7	4294967296	m	w	140735015405040	8
8	4294967296	m	w	140735015405032	8
9	4294967296	m	w	139655617043552	8
10	4294967296	m	r	139655617044080	8
11	4294967296	m	r	139655617044480	8
12	4294967296	m	w	139655617047016	8
13	4294967296	m	w	139655617047000	8
14	4294967296	m	w	139655617047176	8
15	4294967296	m	r	139655617044096	8
16	4294967296	m	w	139655617047096	8
17	4294967296	m	r	139655617044112	8
18	4294967296	m	w	139655617047664	8
19	4294967296	m	r	139655617044128	8
20	4294967296	m	w	139655617047104	8
21	4294967296	m	r	139655617044144	8
22	4294967296	m	w	139655617047112	8
23	4294967296	m	r	139655617044160	8
24	4294967296	m	w	139655617047144	8
25	4294967296	m	r	139655617044176	8
26	4294967296	m	w	139655617047152	8
27	4294967296	m	r	139655617044192	8
28	4294967296	m	w	139655617047088	8
29	4294967296	m	r	139655617044208	8
30	4294967296	m	w	139655617047080	8
31	4294967296	m	r	139655617044224	8
32	4294967296	m	w	139655617047224	8
33	4294967296	m	r	139655617044240	8
34	4294967296	m	w	139655617047248	8
35	4294967296	m	r	139655617044256	8
36	4294967296	m	w	139655617047120	8
37	4294967296	m	r	139655617044272	8
38	4294967296	m	w	139655617047128	8
39	4294967296	m	r	139655617044288	8
40	4294967296	m	w	139655617047136	8
41	4294967296	m	r	139655617044304	8
42	4294967296	m	w	139655617047360	8
43	4294967296	m	r	139655617044320	8
44	4294967296	m	w	139655617047352	8
45	4294967296	m	r	139655617044336	8
46	4294967296	m	w	139655617047456	8
47	4294967296	m	r	139655617044352	8
48	4294967296	m	w	139655617047384	8
49	4294967296	m	r	139655617044368	8
50	4294967296	m	r	139655617047096	8
51	4294967296	m	r	139655617044104	8	w	139655617044104	8
52	4294967296	m	r	139655617047088	8
53	4294967296	m	r	139655617044200	8	w	139655617044200	8
54	4294967296	m	r	139655617047104	8
55	4294967296	m	r	139655617044136	8	w	139655617044136	8
56	4294967296	m	r	139655617047112	8
57	4294967296	m	r	139655617044152	8	w	139655617044152	8
58	4294967296	m	r	139655617047120	8
59	4294967296	m	r	139655617044264	8	w	139655617044264	8
60	4294967296	m	r	139655617047248	8
61	4294967296	m	r	139655617044248	8	w	139655617044248	8
62	4294967296	m	r	139655617047456	8
63	4294967296	m	r	139655617044344	8	w	139655617044344	8
64	4294967296	m	r	139655617047664	8
65	4294967296	m	r	139655617044120	8	w	139655617044120	8
66	4294967296	m	r	139655617047224	8
67	4294967296	m	r	139655617044232	8
68	4294967296	m	r	139655617047120	8
69	4294967296	m	r	139655617047136	8
70	4294967296	m	r	139655617044296	8
71	4294967296	m	r	139655617047368	8
72	4294967296	m	r	139655617047304	8
73	4294967296	m	r	139655617047296	8
74	4294967296	m	r	139655617047184	8
75	4294967296	m	r	139655617044264	8
76	4294967296	m	r	139655617047128	8
77	4294967296	m	r	139655617044280	8
78	4294967296	m	r	139655617047384	8
79	4294967296	m	r	139655617044360	8
80	4294967296	m	r	139655617047080	8
81	4294967296	m	r	139655617047248	8
82	4294967296	m	r	139655617044216	8
83	4294967296	m	r	139655617044248	8
84	4294967296	m	r	139655617047112	8
85	4294967296	m	r	139655617044152	8
86	4294967296	m	r	139655614793944	8
87	4294967296	m	r	139655614793952	4
88	4294967296	m	r	139655614793960	8
89	4294967296	m	w	139655617043888	8
90	4294967296	m	r	139655614793968	8
91	4294967296	m	r	139655614793976	4
92	4294967296	m	r	139655614793984	8
93	4294967296	m	w	139655617043896	8
94	4294967296	m	r	139655614793992	8
95	4294967296	m	r	139655614794000	4
96	4294967296	m	r	139655614794008	8
97	4294967296	m	w	139655617043904	8
98	4294967296	m	r	139655614794016	8
99	4294967296	m	r	139655614794024	4
100	4294967296	m	r	139655614794032	8
101	4294967296	m	w	139655617043912	8
102	4294967296	m	r	139655614794040	8
103	4294967296	m	r	139655614794048	4
104	4294967296	m	r	139655614794056	8
105	4294967296	m	w	139655617043920	8
106	4294967296	m	r	139655614794064	8
107	4294967296	m	r	139655614794072	4
108	4294967296	m	r	139655614794080	8
109	4294967296	m	w	139655617043928	8
110	4294967296	m	r	139655614794088	8
111	4294967296	m	r	139655614794096	4
112	4294967296	m	r	139655614794104	8
113	4294967296	m	w	139655617043936	8
114	4294967296	m	r	139655614794112	8
